,CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,REALIZADA,REGION,MAS_500,AGLOMERADO,PONDERA,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4,parentesco(CH3),genero(CH04),edad(CH06),cob_medica(CH08),NIVEL_ED,CAT_OCUP,CAT_INAC,AE_ctrol_ind,AE_ctrol_ind_sum,adulto_equivalente,pobreza
6941,TQRMNORXXHKKKQCDEHLEH00790342,2022,4,1,1,40,N,25,118,2,,2,1,,7,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,3,,1,,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,0,1,35000,1,1.0,1,,1.0,1,35000.0,3,3.0,5,,4.0,5,125,1,0,98,0,0,0,1,2,19,4,5,0,3,0.76,0.76,46052.63,1
6942,TQRMNOPSWHMLLLCDEHLEH00711992,2022,4,1,1,40,N,25,104,1,,6,1,,1,1,1,1,,1,1,1,1,2,2,2,6,4,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,5,184000,7,8.0,8,,8.0,9,36800.0,3,4.0,5,,4.0,6,134,2,0,98,0,0,0,1,1,79,1,1,0,1,0.74,4.43,41534.99,1
6947,TQRMNORPWHMMLLCDEIGED00718014,2022,4,1,1,43,N,30,93,1,,2,1,,2,2,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,1,,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,0,2,17000,1,1.0,1,,1.0,1,8500.0,1,1.0,1,,1.0,1,72,1,0,2,0,0,0,1,2,35,4,5,0,3,0.77,1.5899999999999999,10691.82,1
6952,TQRMNOQRRHLOLPCDEFLID00714968,2022,4,1,1,43,S,5,369,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,1,,2,,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,1,28000,1,1.0,1,1.0,,1,28000.0,2,3.0,2,2.0,,2,430,1,0,98,0,0,0,1,1,65,3,2,0,1,0.83,0.83,33734.94,1
6953,TQRMNOSVQHLOLPCDEFLID00714969,2022,4,1,1,43,S,5,446,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,96000,3,4.0,4,3.0,,4,24000.0,2,2.0,2,2.0,,2,808,1,0,98,0,0,0,1,2,36,4,4,0,4,0.77,3.4699999999999998,27665.71,1
6956,TQRMNOQXQHLOKMCDEHLEH00717372,2022,4,1,1,40,N,25,132,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,0,4,145000,6,6.0,7,,6.0,7,36250.0,3,4.0,5,,4.0,5,165,2,0,1,0,0,0,1,1,51,4,4,2,0,1.0,3.55,40845.07,1
6967,TQRMNOQRXHJLKMCDEIHJF00793683,2022,4,1,1,44,N,31,200,2,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,130000,5,6.0,4,,6.0,3,43333.33,4,5.0,3,,5.0,3,208,2,0,98,0,0,0,1,1,53,1,4,3,0,1.0,2.7800000000000002,46762.59,1
6969,TQRMNORQQHKMKNCDEIHJF00791176,2022,4,1,1,44,N,31,154,2,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,3,1,2,100000,4,4.0,3,,4.0,2,33333.33,3,3.0,2,,3.0,2,162,2,1,98,0,0,0,1,1,48,4,4,3,0,1.0,2.14,46728.97,1
6984,TQRMNOSPWHLNMLCDEIKAH00793808,2022,4,1,1,43,S,34,350,1,,1,1,,2,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,0,2,45000,1,1.0,1,1.0,,1,22500.0,2,2.0,2,2.0,,2,521,1,2,98,0,0,0,1,2,20,3,4,3,0,0.76,1.78,25280.9,1
6988,TQRMNOPRRHKMKNCDEIOAH00793809,2022,4,1,1,43,N,38,121,1,,3,1,,5,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,3,107400,4,5.0,4,,5.0,4,35800.0,3,4.0,3,,4.0,3,148,1,2,3,0,0,0,1,2,54,1,5,3,0,0.76,2.7800000000000002,38633.09,1
6992,TQRMNORTSHMOKNCDEHMHF00711607,2022,4,1,1,42,N,26,241,1,,3,2,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,1,,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,3,2,57100,2,2.0,2,,2.0,2,11420.0,1,1.0,1,,1.0,1,210,1,2,3,0,0,0,1,2,29,4,3,0,4,0.76,3.18,17955.97,1
6995,TQRMNORPPHLMLPCDEHJGH00717214,2022,4,1,1,40,S,23,273,1,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,3,1,1,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,3,0,3,99500,4,4.0,4,3.0,,4,33166.67,3,3.0,5,3.0,,4,291,1,0,98,0,0,0,1,2,56,1,5,2,0,0.76,2.54,39173.23,1
7002,TQRMNOPPTHJKKSCDEHGHJ00793905,2022,4,1,1,44,N,20,133,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,4,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,32000,1,1.0,1,,1.0,1,16000.0,1,1.0,1,,1.0,1,195,1,0,98,0,0,0,1,2,50,3,3,2,0,0.76,1.31,24427.48,1
7007,TQRMNORVQHJOKMCDEHPJB00793906,2022,4,1,1,40,S,29,552,2,,4,1,,4,1,1,1,,1,1,1,3,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,2,,3,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,4,0,4,186000,7,8.0,8,7.0,,8,46500.0,5,5.0,7,5.0,,7,734,1,0,2,3,4,0,1,2,49,4,2,3,0,0.76,3.8,48947.37,1
7011,TQRMNOPPRHKNMOCDEGJBF00788927,2022,4,1,1,43,S,13,645,2,,2,1,,1,1,1,1,,1,1,1,2,2,2,2,2,2,2,0,1,1,2,2,0,2,0,6,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,0,4,96731,3,4.0,4,3.0,,4,24182.75,2,2.0,2,2.0,,2,759,2,0,98,0,0,0,1,1,40,4,2,2,0,1.0,3.5700000000000003,27095.52,1
7013,TQRMNOPSQHLMMPCDEGJBF00716102,2022,4,1,1,43,S,13,744,1,,5,1,,1,1,1,1,,1,1,1,2,2,2,2,5,2,2,0,1,2,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,3,0,3,77000,2,3.0,3,2.0,,3,25666.67,2,2.0,2,2.0,,2,740,1,0,2,0,0,0,1,2,45,1,3,3,0,0.77,2.36,32627.12,1
7028,TQRMNOTPYHKNKMCDEFIAH00787310,2022,4,1,1,43,S,2,908,1,,3,2,,4,2,1,1,,1,1,1,3,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,4,1,3,95000,3,4.0,4,3.0,,4,23750.0,2,2.0,2,2.0,,2,1047,1,0,98,0,0,0,1,2,31,4,4,3,0,0.77,3.29,28875.38,1
7029,TQRMNOTQYHKNKMCDEFIAH00787362,2022,4,1,1,43,S,2,667,1,,1,1,,5,1,3,1,,1,2,1,1,2,2,2,1,1,2,0,2,2,2,0,0,0,0,1,,2,,2,1,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,13,4,9,210500,8,8.0,8,8.0,,8,16192.31,1,1.0,1,1.0,,1,1509,10,2,5,12,0,0,1,1,75,1,1,0,1,0.83,10.1,20841.58,1
7039,TQRMNOSPPHKLKNCDEFJAH00787455,2022,4,1,1,43,N,3,305,1,,4,1,,3,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,5,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,5,1,4,76000,2,3.0,3,,3.0,3,15200.0,1,1.0,1,,1.0,1,248,1,0,98,0,0,0,1,2,35,1,2,2,0,0.77,3.9,19487.18,1
7058,TQRMNORVXHJOKMCDEIHJF00794154,2022,4,1,1,44,N,31,322,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,2,2,2,0,0,0,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,4,0,4,120000,5,5.0,3,,5.0,2,30000.0,3,3.0,2,,3.0,1,357,2,0,1,3,4,0,1,1,54,1,4,3,0,1.0,3.48,34482.76,1
7062,TQRMNOPPYHJOLUCDEFKID00794156,2022,4,1,1,43,S,4,797,1,,2,2,,4,1,1,1,,1,1,2,3,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,40000,1,1.0,1,1.0,,1,20000.0,1,1.0,1,1.0,,1,1141,1,0,98,0,0,0,1,2,59,1,2,0,1,0.76,1.76,22727.27,1
7063,TQRMNOUSPHJOLUCDEFKID00794157,2022,4,1,1,43,S,4,902,1,,3,1,,2,1,1,1,,1,1,1,3,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,0,4,43000,1,1.0,1,1.0,,1,10750.0,1,1.0,1,1.0,,1,1544,2,0,98,0,0,0,1,1,58,4,4,2,0,1.0,3.5300000000000002,12181.3,1
7065,TQRMNORSSHJMMNCDEFKID00794158,2022,4,1,1,43,S,4,825,1,,1,1,,2,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,1,2,88000,3,3.0,3,3.0,,3,29333.33,3,3.0,2,2.0,,2,1013,1,0,2,0,0,0,1,2,38,4,4,3,0,0.77,2.2800000000000002,38596.49,1
7066,TQRMNOQQSHJNMOCDEFKID00794159,2022,4,1,1,43,S,4,1022,1,,4,1,,4,1,1,1,,1,1,1,2,2,2,2,4,2,2,0,1,2,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,119000,5,5.0,5,4.0,,5,29750.0,3,3.0,2,3.0,,2,1245,2,0,98,0,0,0,1,1,32,1,4,3,0,1.0,3.5300000000000002,33711.05,1
7067,TQRMNOTRSHJNMOCDEFKID00794160,2022,4,1,1,43,S,4,1082,1,,4,1,,3,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,120000,5,5.0,5,5.0,,5,30000.0,3,3.0,2,3.0,,2,1683,2,0,98,0,0,0,1,1,38,1,3,3,0,1.0,3.38,35502.96,1
7071,TQRMNOPPXHLMKUCDEIHJF00779696,2022,4,1,1,44,N,31,142,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,100000,4,4.0,2,,4.0,2,33333.33,3,3.0,2,,4.0,2,155,1,0,98,0,0,0,1,2,46,1,4,3,0,0.76,2.56,39062.5,1
7072,TQRMNOPWYHJOKTCDEIHJF00794163,2022,4,1,1,44,N,31,111,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,61000,2,2.0,1,,2.0,1,30500.0,3,3.0,2,,3.0,1,116,1,0,2,0,0,0,1,2,67,3,3,0,4,0.67,1.67,36526.95,1
7074,TQRMNOPWRHJOKOCDEGLDF00794263,2022,4,1,1,41,N,15,128,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,2,1,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,9,2,7,158300,6,7.0,8,,7.0,8,17588.89,1,1.0,2,,1.0,2,155,1,0,7,0,0,0,1,2,56,4,2,2,0,0.76,6.76,23417.16,1
7075,TQRMNOQWWHJOKOCDEGLDF00794264,2022,4,1,1,41,N,15,101,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,2,1,2,2,0,2,0,1,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,70000,2,2.0,3,,3.0,3,23333.33,2,2.0,3,,2.0,2,112,1,0,98,0,0,0,1,2,44,1,4,0,1,0.77,2.39,29288.7,1
7079,TQRMNOQWXHKOLPCDEHLEH00790340,2022,4,1,1,40,N,25,135,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,2,2,2,0,0,0,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,4,0,4,76000,2,3.0,3,,3.0,4,19000.0,1,1.0,2,,2.0,2,157,2,0,98,0,0,0,1,2,52,1,5,3,0,0.76,3.56,21348.31,1
7081,TQRMNOPQXHLOLNCDEFNFF00715287,2022,4,1,1,41,N,7,98,1,,2,2,,4,1,1,1,,1,1,1,2,2,2,2,2,1,2,0,1,2,2,2,0,2,0,2,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,56425,2,2.0,2,,2.0,2,18808.33,1,1.0,2,,2.0,1,107,2,0,98,0,0,0,1,1,25,4,2,3,0,1.02,2.15,26244.19,1
7084,TQRMNOQRUHLNLOCDEIGED00718026,2022,4,1,1,43,N,30,132,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,3,0,3,110000,4,5.0,5,,5.0,5,36666.67,3,4.0,3,,4.0,3,173,2,0,98,0,0,0,1,2,53,1,3,3,0,0.76,2.48,44354.84,1
7088,TQRMNORUQHKMLQCDEIGED00791065,2022,4,1,1,43,N,30,362,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,1,4,59000,2,2.0,2,,2.0,2,11800.0,1,1.0,1,,1.0,1,510,1,0,2,3,0,0,1,2,41,4,4,0,4,0.77,3.6100000000000003,16343.49,1
7089,TQRMNOPYWHMOKMCDEHLEH00712388,2022,4,1,1,40,N,25,123,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,3,120500,5,5.0,6,,5.0,6,40166.67,4,4.0,6,,5.0,6,136,2,3,1,0,0,0,1,1,53,4,2,2,0,1.0,2.5300000000000002,47628.46,1
7090,TQRMNOSQXHMOKMCDEHLEH00712883,2022,4,2,1,40,N,25,273,1,,2,2,,1,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,6,,2,,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,40000,1,1.0,1,,1.0,1,20000.0,1,2.0,2,,2.0,2,271,1,0,98,0,0,0,1,2,20,4,3,0,0,0.76,1.22,32786.89,1
7092,TQRMNOPQPHLMKOCDEHLEH00717405,2022,4,1,1,40,N,25,137,1,,3,1,,4,2,1,1,,1,1,1,1,2,2,2,3,2,2,0,2,2,2,0,0,0,0,1,,2,,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,0,3,29000,1,1.0,1,,1.0,1,9666.67,1,1.0,1,,1.0,1,133,1,0,98,0,0,0,1,2,47,4,4,0,4,0.76,2.48,11693.55,1
7094,TQRMNOPVVHKMKRCDEHJGH00790181,2022,4,1,1,40,S,23,314,1,,3,1,,4,2,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,5,1,4,90000,3,3.0,4,3.0,,4,18000.0,1,1.0,2,1.0,,1,319,1,2,98,0,0,0,1,1,40,1,2,3,0,1.0,3.91,23017.9,1
7100,TQRMNOSPRHJLKNCDEHNHB00794396,2022,4,1,1,42,S,27,404,1,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,8,,2,,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,5,2,3,117392,5,5.0,5,4.0,,4,23478.4,2,2.0,2,2.0,,2,404,1,3,98,0,0,0,1,2,55,4,3,0,1,0.76,3.24,36232.1,1
7102,TQRMNOQPQHLLKRCDEHNHB00717630,2022,4,1,1,42,S,27,294,1,,4,1,,3,1,1,1,,1,1,1,2,2,2,2,4,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,2,24000,1,1.0,1,1.0,,1,12000.0,1,1.0,1,1.0,,1,294,1,0,98,0,0,0,1,2,59,4,4,3,0,0.76,1.52,15789.47,1
7104,TQRMNOSSQHLMKSCDEHNHB00717577,2022,4,2,1,42,S,27,483,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,1,2,0,2,0,3,,1,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,0,2,54800,2,2.0,1,2.0,,1,27400.0,2,2.0,3,2.0,,2,483,1,2,98,0,0,0,1,1,22,1,5,0,3,1.02,2.04,26862.75,1
7105,TQRMNOSSRHLMKSCDEHNHB00717583,2022,4,1,1,42,S,27,318,1,,2,1,,7,2,1,1,,1,1,1,2,2,2,2,2,2,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,80000,3,3.0,2,2.0,,2,40000.0,4,4.0,4,4.0,,4,318,1,0,98,0,0,0,1,2,58,4,5,3,0,0.76,1.78,44943.82,1
7109,TQRMNOPTTHLOLLCDEHNHB00717589,2022,4,1,1,42,S,27,376,1,,3,2,,1,2,1,1,,1,1,1,2,2,2,2,3,2,2,0,1,2,2,2,0,2,0,8,,2,,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,3,56400,2,2.0,2,2.0,,1,11280.0,1,1.0,1,1.0,,1,376,1,0,2,3,0,0,1,2,45,4,2,3,0,0.77,3.54,15932.2,1
7111,TQRMNOQQSHMOLLCDEHNHB00712470,2022,4,1,1,42,S,27,254,1,,3,2,,1,2,1,1,,1,1,1,2,1,2,2,3,1,2,0,2,2,2,0,0,0,0,1,,2,,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,82000,3,3.0,3,3.0,,2,41000.0,4,4.0,4,4.0,,4,254,2,1,98,0,0,0,1,1,53,4,3,3,0,1.0,1.76,46590.91,1
7120,TQRMNOPRPHMOLPCDEFLID00713170,2022,4,1,1,43,S,5,552,1,,2,2,,4,2,1,1,,1,1,1,2,2,2,2,2,2,2,0,1,2,2,2,0,2,0,2,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,71000,2,2.0,2,2.0,,2,17750.0,1,1.0,1,1.0,,1,944,2,0,98,0,0,0,1,1,33,4,4,3,0,1.0,3.04,23355.26,1
7125,TQRMNOSSQHJOKOCDEHPJB00793687,2022,4,1,1,40,S,29,465,1,,4,1,,4,1,1,1,,1,2,2,3,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,6,1,5,159100,6,7.0,7,6.0,,7,26516.67,2,2.0,3,2.0,,3,540,2,3,98,0,0,0,1,1,46,4,3,2,0,1.0,4.48,35513.39,1
7126,TQRMNOSSRHJOKOCDEHPJB00793688,2022,4,1,1,40,S,29,322,1,,3,1,,4,2,1,1,,1,1,1,3,2,2,2,3,3,2,0,1,1,1,2,0,2,0,2,,2,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,143000,6,6.0,7,6.0,,7,35750.0,3,4.0,5,3.0,,5,450,2,4,3,0,0,0,1,1,63,3,1,0,1,0.83,3.38,42307.69,1
7127,TQRMNORYRHLOKMCDEHPJB00717832,2022,4,1,1,40,S,29,308,1,,3,2,,1,1,1,1,,1,1,1,3,2,2,2,3,3,2,0,1,1,2,2,0,2,0,1,,2,,3,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,6,0,6,126500,5,5.0,6,5.0,,6,21083.33,2,2.0,2,2.0,,2,373,2,0,4,0,0,0,1,1,44,4,4,2,0,1.0,5.62,22508.9,1
7130,TQRMNOQQYHJMLUCDEHPJB00793690,2022,4,1,1,40,S,29,483,2,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,1,2,2,0,2,0,6,,1,,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,0,1,42000,1,1.0,1,1.0,,1,42000.0,4,4.0,6,4.0,,6,474,1,0,98,0,0,0,1,1,56,3,3,0,1,1.0,1.0,42000.0,1
7134,TQRMNORQTHKMKRCDEIOAH00792711,2022,4,1,1,43,N,38,124,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,22000,1,1.0,1,,1.0,1,22000.0,2,2.0,2,,2.0,2,147,1,0,98,0,0,0,1,2,60,1,2,0,1,0.76,0.76,28947.37,1
7139,TQRMNOSYXHKOKPCDEFKID00787720,2022,4,1,1,43,S,4,1064,1,,3,1,,4,2,1,1,,1,1,1,1,1,2,1,3,2,1,1,1,1,2,2,0,2,0,2,,2,,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,1,28164,1,1.0,1,1.0,,1,9388.0,1,1.0,1,1.0,,1,1121,1,0,98,0,0,0,1,2,29,4,2,0,4,0.76,1.91,14745.55,1
7157,TQRMNOPSTHJMKUCDEHLEH00793818,2022,4,1,1,40,N,25,177,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,9,2,7,210100,8,8.0,9,,8.0,9,23344.44,2,2.0,3,,2.0,2,193,2,6,1,5,0,0,1,2,46,1,3,3,0,0.76,6.66,31546.55,1
7158,TQRMNOVRSHJMKUCDEHLEH00793819,2022,4,1,1,40,N,25,143,1,,3,2,,2,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,5,0,5,84000,3,3.0,4,,3.0,4,16800.0,1,1.0,1,,1.0,1,130,2,1,3,0,0,0,1,1,44,1,2,3,0,1.0,3.98,21105.53,1
7160,TQRMNOQVVHLMLOCDEHLEH00717369,2022,4,1,1,40,N,25,109,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,8,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,66400,2,2.0,3,,2.0,3,22133.33,2,2.0,2,,2.0,2,132,1,0,3,2,0,0,1,2,50,4,2,3,0,0.76,2.7800000000000002,23884.89,1
7161,TQRMNOSWWHLMLOCDEHLEH00717366,2022,4,1,1,40,N,25,119,1,,3,1,,2,2,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,0,3,91800,3,4.0,4,,4.0,5,30600.0,3,3.0,4,,3.0,4,113,1,2,98,0,0,0,1,2,82,1,1,0,1,0.63,2.13,43098.59,1
7162,TQRMNOSWYHLMLOCDEHLEH00717371,2022,4,1,1,40,N,25,105,1,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,4,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,0,7,257500,9,9.0,10,,9.0,10,36785.71,3,4.0,5,,4.0,5,163,1,8,7,2,0,0,1,1,43,1,3,3,0,1.0,6.52,39493.87,1
7164,TQRMNORTVHJOLPCDEHPJB00793821,2022,4,1,1,40,S,29,304,1,,4,1,,4,1,1,1,,1,2,1,3,2,2,2,4,1,2,0,1,1,1,2,0,2,0,1,,2,,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,0,2,45000,1,1.0,1,1.0,,1,22500.0,2,2.0,3,2.0,,3,339,2,0,98,0,0,0,1,1,72,1,3,0,1,0.83,1.5,30000.0,1
